"","country","year","LifeExp","income","population","continent"
"28545","Guinea-Bissau",1960,38.6,978,616000,"Africa"
"28546","Guyana",1960,60.4,3100,572000,"The Americas"
"28547","Haiti",1960,41.2,2510,3870000,"The Americas"
"28548","Honduras",1960,51.2,2530,2040000,"The Americas"
"28549","Hungary",1960,68,8880,10000000,"Europe"
"28550","Iceland",1960,74,10100,176000,"Europe"
"28551","India",1960,41.9,1000,451000000,"Asia"
"28552","Indonesia",1960,46,1780,87800000,"Asia"
"28553","Iran",1960,48.6,15900,21900000,"Middle East"
"28554","Iraq",1960,49.6,19100,7290000,"Middle East"
"28555","Ireland",1960,70.4,8660,2790000,"Europe"
"28556","Israel",1960,68.6,6940,2060000,"Middle East"
"28557","Italy",1960,69.2,10900,49700000,"Europe"
"28558","Jamaica",1960,65.2,5160,1630000,"The Americas"
"28559","Japan",1960,68.3,6270,93700000,"Asia"
"28560","Jordan",1960,53.7,4790,933000,"Middle East"
"28561","Kazakhstan",1960,60,8480,9930000,"Asia"
"28562","Kenya",1960,51.3,1670,8120000,"Africa"
"28563","Kiribati",1960,50,2830,41200,"Oceania"
"28564","Kuwait",1960,62.6,21800,269000,"Middle East"
"28565","Latvia",1960,70.5,6300,2130000,"Europe"
"28566","Lebanon",1960,64.7,11700,1800000,"Middle East"
"28567","Lesotho",1960,52.4,501,837000,"Africa"
"28568","Liberia",1960,40.6,1170,1120000,"Africa"
"28569","Libya",1960,48.8,6350,1450000,"Africa"
"28570","Lithuania",1960,70.3,8410,2770000,"Europe"
"28571","Luxembourg",1960,69.7,14600,315000,"Europe"
"28572","Madagascar",1960,44.7,2270,5100000,"Africa"
"28573","Malawi",1960,40.2,575,3660000,"Africa"
"28574","Malaysia",1960,59.4,2840,8160000,"Asia"
"28575","Maldives",1960,33.5,2070,89900,"Asia"
"28576","Mali",1960,34,709,5260000,"Africa"
"28577","Malta",1960,67.3,2400,313000,"Europe"
"28578","Marshall Islands",1960,NA,1700,14700,"Oceania"
"28579","Mauritania",1960,47.3,1410,850000,"Africa"
"28580","Mauritius",1960,57.3,3030,660000,"Africa"
"28581","Mexico",1960,57.6,5620,37800000,"The Americas"
"28582","Micronesia, Fed. Sts.",1960,56.2,1420,44500,"Oceania"
"28583","Moldova",1960,60.5,3710,3000000,"Europe"
"28584","Mongolia",1960,46.8,2480,956000,"Asia"
"28585","Montenegro",1960,65.5,5970,487000,"Europe"
"28586","Morocco",1960,50.3,2170,12300000,"Africa"
"28587","Mozambique",1960,41.4,404,7180000,"Africa"
"28588","Myanmar",1960,38.8,664,21700000,"Asia"
"28589","Namibia",1960,51.6,5000,634000,"Africa"
"28590","Nepal",1960,44.2,950,10100000,"Asia"
"28591","Netherlands",1960,73.5,14900,11400000,"Europe"
"28592","New Zealand",1960,71.2,15600,2370000,"Oceania"
"28593","Nicaragua",1960,49.7,4570,1770000,"The Americas"
"28594","Niger",1960,41.5,1180,3390000,"Africa"
"28595","Nigeria",1960,49.6,2140,45100000,"Africa"
"28596","North Korea",1960,57.4,808,11400000,"Asia"
"28597","North Macedonia",1960,62.6,3960,1490000,"Europe"
"28598","Norway",1960,73.4,21700,3580000,"Europe"
"28599","Oman",1960,41.9,5210,552000,"Middle East"
"28600","Pakistan",1960,48.6,1270,45000000,"Asia"
"28601","Panama",1960,63.8,3410,1130000,"The Americas"
"28602","Papua New Guinea",1960,43.3,1090,2260000,"Oceania"
"28603","Paraguay",1960,67.2,2510,1900000,"The Americas"
"28604","Peru",1960,43.3,5000,10200000,"The Americas"
"28605","Philippines",1960,60.3,2770,26300000,"Asia"
"28606","Poland",1960,68,6250,29600000,"Europe"
"28607","Portugal",1960,64.3,5120,8840000,"Europe"
"28608","Qatar",1960,57.8,17400,47400,"Middle East"
"28609","Romania",1960,65.9,3120,18600000,"Europe"
"28610","Russia",1960,68.7,8970,120000000,"Europe"
"28611","Rwanda",1960,44.4,720,2940000,"Africa"
"28612","Samoa",1960,59.5,3340,109000,"Oceania"
"28613","Sao Tome and Principe",1960,52.5,1480,64300,"Africa"
"28614","Saudi Arabia",1960,54.6,17800,4090000,"Middle East"
"28615","Senegal",1960,46.2,2040,3210000,"Africa"
"28616","Serbia",1960,63.4,6250,7560000,"Europe"
"28617","Seychelles",1960,61.8,5420,41600,"Africa"
"28618","Sierra Leone",1960,38.7,1190,2320000,"Africa"
"28619","Singapore",1960,66.5,4370,1630000,"Asia"
"28620","Slovenia",1960,67.7,6550,1590000,"Europe"
"28621","Solomon Islands",1960,49.5,1110,118000,"Oceania"
"28622","Somalia",1960,43.7,1210,2760000,"Africa"
"28623","South Africa",1960,53.3,7220,17100000,"Africa"
"28624","South Korea",1960,53.8,1690,25300000,"Asia"
"28625","South Sudan",1960,42,2450,2840000,"Africa"
"28626","Spain",1960,68.9,5960,30400000,"Europe"
"28627","Sri Lanka",1960,58.6,1880,9870000,"Asia"
"28628","St. Lucia",1960,58.5,2620,89700,"The Americas"
"28629","St. Vincent and the Grenadines",1960,58,2930,81000,"The Americas"
"28630","Sudan",1960,48.5,2400,7540000,"Africa"
"28631","Suriname",1960,59.7,6020,288000,"The Americas"
"28632","Swaziland",1960,46.9,1190,337000,"Africa"
"28633","Sweden",1960,73,14700,7480000,"Europe"
"28634","Switzerland",1960,71.6,29100,5280000,"Europe"
"28635","Syria",1960,56.4,2240,4570000,"Middle East"
"28636","Tajikistan",1960,54.4,3740,2090000,"Asia"
"28637","Tanzania",1960,48.4,1270,10100000,"Africa"
"28638","Thailand",1960,57.7,1500,27400000,"Asia"
"28639","Timor-Leste",1960,38.4,719,475000,"Asia"
"28640","Togo",1960,44.6,1300,1580000,"Africa"
"28641","Tonga",1960,63.8,1540,61600,"Oceania"
"28642","Trinidad and Tobago",1960,63.6,7370,848000,"The Americas"
"28643","Tunisia",1960,47.2,2240,4180000,"Africa"
"28644","Turkey",1960,48.1,3780,27500000,"Europe"
"28645","Turkmenistan",1960,54,6610,1600000,"Asia"
"28646","Uganda",1960,43.9,1110,6770000,"Africa"
"28647","Ukraine",1960,69.8,6490,42700000,"Europe"
"28648","United Arab Emirates",1960,53.9,1770,92400,"Middle East"
"28649","United Kingdom",1960,71,13500,52400000,"Europe"
"28650","United States",1960,70,18100,187000000,"The Americas"
"28651","Uruguay",1960,67.9,7510,2540000,"The Americas"
"28652","Uzbekistan",1960,60.2,3160,8530000,"Asia"
"28653","Vanuatu",1960,50.5,1470,63700,"Oceania"
"28654","Venezuela",1960,60.7,13700,8140000,"The Americas"
"28655","Vietnam",1960,54.4,1180,32700000,"Asia"
"28656","Yemen",1960,33,1530,5320000,"Middle East"
"28657","Zambia",1960,49.2,2880,3070000,"Africa"
"28658","Zimbabwe",1960,53.2,1540,3780000,"Africa"
"28659","Afghanistan",1961,40,2700,9170000,"Asia"
"28660","Albania",1961,63.3,2610,1690000,"Europe"
"28661","Algeria",1961,53.1,7780,11300000,"Africa"
"28662","Andorra",1961,NA,16500,14400,"Europe"
"28663","Angola",1961,41.1,4310,5530000,"Africa"
"28664","Antigua and Barbuda",1961,63.8,4570,55000,"The Americas"
"28665","Argentina",1961,64.3,10300,20800000,"The Americas"
"28666","Armenia",1961,62.2,3120,1940000,"Asia"
"28667","Australia",1961,71.4,15700,10400000,"Oceania"
"28668","Austria",1961,70,11900,7110000,"Europe"
"28669","Azerbaijan",1961,59.1,5630,4030000,"Asia"
"28670","Bahrain",1961,54.7,23100,168000,"Middle East"
"28671","Bangladesh",1961,44.4,1170,49400000,"Asia"
"28672","Barbados",1961,65.2,4600,232000,"The Americas"
"28673","Belarus",1961,71.8,4100,8200000,"Europe"
"28674","Belgium",1961,70.6,11900,9230000,"Europe"
"28675","Belize",1961,61.5,2490,94700,"The Americas"
"28676","Benin",1961,41.5,1210,2470000,"Africa"
"28677","Bhutan",1961,42.3,965,229000,"Asia"
"28678","Bolivia",1961,46.4,2700,3730000,"The Americas"
"28679","Bosnia and Herzegovina",1961,62.4,2240,3290000,"Europe"
"28680","Botswana",1961,51.8,916,513000,"Africa"
"28681","Brazil",1961,56.6,4650,74300000,"The Americas"
"28682","Brunei",1961,59.3,76300,85600,"Asia"
"28683","Bulgaria",1961,70.2,5330,7950000,"Europe"
"28684","Burkina Faso",1961,39.3,660,4890000,"Africa"
"28685","Burundi",1961,42.9,554,2850000,"Africa"
"28686","Cambodia",1961,44.3,633,5870000,"Asia"
"28687","Cameroon",1961,46.1,1850,5290000,"Africa"
"28688","Canada",1961,71.3,14900,18200000,"The Americas"
"28689","Central African Republic",1961,41.1,1580,1530000,"Africa"
"28690","Chad",1961,45,1200,3060000,"Africa"
"28691","Chile",1961,58.3,6040,8300000,"The Americas"
"28692","China",1961,34,560,671000000,"Asia"
"28693","Colombia",1961,61.6,4030,16600000,"The Americas"
"28694","Comoros",1961,46.4,925,194000,"Africa"
"28695","Costa Rica",1961,63.9,4220,1380000,"The Americas"
"28696","Cote d'Ivoire",1961,43.1,3180,3630000,"Africa"
"28697","Croatia",1961,65,7410,4220000,"Europe"
"28698","Cuba",1961,66.3,4470,7290000,"The Americas"
"28699","Cyprus",1961,68.8,4700,576000,"Europe"
"28700","Czech Republic",1961,70.4,10200,9640000,"Europe"
"28701","Denmark",1961,72.3,16700,4610000,"Europe"
"28702","Djibouti",1961,52.3,3790,88500,"Africa"
"28703","Dominica",1961,NA,1800,61000,"The Americas"
"28704","Dominican Republic",1961,58.7,2860,3410000,"The Americas"
"28705","Ecuador",1961,58.7,4210,4670000,"The Americas"
"28706","Egypt",1961,47.5,2740,27400000,"Africa"
"28707","El Salvador",1961,54.7,3900,2850000,"The Americas"
"28708","Equatorial Guinea",1961,40.9,1330,259000,"Africa"
"28709","Eritrea",1961,39.4,947,1030000,"Africa"
"28710","Estonia",1961,69.4,6960,1230000,"Europe"
"28711","Ethiopia",1961,39.1,601,22700000,"Africa"
"28712","Fiji",1961,62.2,3060,407000,"Oceania"
"28713","Finland",1961,68.9,10800,4470000,"Europe"
"28714","France",1961,71.2,12700,46300000,"Europe"
"28715","Gabon",1961,44.5,7080,506000,"Africa"
"28716","Georgia",1961,61.7,4380,4080000,"Asia"
"28717","Germany",1961,70,16000,73900000,"Europe"
"28718","Ghana",1961,51.6,2250,6850000,"Africa"
"28719","Greece",1961,71.3,6540,8310000,"Europe"
"28720","Grenada",1961,62.3,1930,91300,"The Americas"
"28721","Guatemala",1961,44.1,3390,4340000,"The Americas"
"28722","Guinea",1961,42.4,935,3550000,"Africa"
"28723","Guinea-Bissau",1961,38.8,1030,623000,"Africa"
"28724","Guyana",1961,60.5,3160,589000,"The Americas"
"28725","Haiti",1961,41.7,2360,3940000,"The Americas"
"28726","Honduras",1961,52,2510,2100000,"The Americas"
"28727","Hungary",1961,68.9,9320,10000000,"Europe"
"28728","Iceland",1961,73.4,9940,179000,"Europe"
"28729","India",1961,42.6,1010,460000000,"Asia"
"28730","Indonesia",1961,46.9,1860,90100000,"Asia"
"28731","Iran",1961,49.3,16700,22500000,"Middle East"
"28732","Iraq",1961,50.9,20500,7480000,"Middle East"
"28733","Ireland",1961,69.9,9090,2790000,"Europe"
"28734","Israel",1961,68.9,7450,2140000,"Middle East"
"28735","Italy",1961,69.8,11800,50100000,"Europe"
"28736","Jamaica",1961,65.8,5260,1650000,"The Americas"
"28737","Japan",1961,69,6970,94600000,"Asia"
"28738","Jordan",1961,54.5,5490,974000,"Middle East"
"28739","Kazakhstan",1961,60.4,8810,10300000,"Asia"
"28740","Kenya",1961,52,1570,8380000,"Africa"
"28741","Kiribati",1961,50.5,2920,42200,"Oceania"
"28742","Kuwait",1961,63.4,24300,301000,"Middle East"
"28743","Latvia",1961,70.7,6620,2160000,"Europe"
"28744","Lebanon",1961,65,12100,1860000,"Middle East"
"28745","Lesotho",1961,53,502,853000,"Africa"
"28746","Liberia",1961,41,1170,1140000,"Africa"
"28747","Libya",1961,50.7,6710,1500000,"Africa"
"28748","Lithuania",1961,70.5,8730,2810000,"Europe"
"28749","Luxembourg",1961,70.2,15400,317000,"Europe"
"28750","Madagascar",1961,45.3,2280,5220000,"Africa"
"28751","Malawi",1961,40.4,589,3750000,"Africa"
"28752","Malaysia",1961,59.9,2970,8420000,"Asia"
"28753","Maldives",1961,34,2120,92300,"Asia"
"28754","Mali",1961,34.2,706,5320000,"Africa"
"28755","Malta",1961,67.7,2400,314000,"Europe"
"28756","Marshall Islands",1961,NA,1740,15100,"Oceania"
"28757","Mauritania",1961,48.1,1640,876000,"Africa"
"28758","Mauritius",1961,58.2,3620,679000,"Africa"
"28759","Mexico",1961,58.2,5760,39000000,"The Americas"
"28760","Micronesia, Fed. Sts.",1961,56.6,1450,45900,"Oceania"
"28761","Moldova",1961,60.9,3880,3080000,"Europe"
"28762","Mongolia",1961,47.7,2540,982000,"Asia"
"28763","Montenegro",1961,66.3,7190,498000,"Europe"
"28764","Morocco",1961,50.8,2190,12700000,"Africa"
"28765","Mozambique",1961,42,409,7340000,"Africa"
"28766","Myanmar",1961,39.3,663,22200000,"Asia"
"28767","Namibia",1961,52.4,4950,649000,"Africa"
"28768","Nepal",1961,44.8,957,10300000,"Asia"
"28769","Netherlands",1961,73.7,14800,11600000,"Europe"
"28770","New Zealand",1961,70.9,16100,2420000,"Oceania"
"28771","Nicaragua",1961,50.4,4740,1830000,"The Americas"
"28772","Niger",1961,41.7,1200,3490000,"Africa"
"28773","Nigeria",1961,50.3,2160,46100000,"Africa"
"28774","North Korea",1961,57.9,822,11700000,"Asia"
"28775","North Macedonia",1961,63.3,4000,1510000,"Europe"
"28776","Norway",1961,73.4,22700,3610000,"Europe"
"28777","Oman",1961,42.7,5140,565000,"Middle East"
"28778","Pakistan",1961,49.5,1310,46100000,"Asia"
"28779","Panama",1961,64.4,3670,1170000,"The Americas"
"28780","Papua New Guinea",1961,44,1160,2300000,"Oceania"
"28781","Paraguay",1961,67.5,2600,1950000,"The Americas"
"28782","Peru",1961,43.8,5300,10400000,"The Americas"
"28783","Philippines",1961,60.6,2830,27200000,"Asia"
"28784","Poland",1961,68.2,6670,30000000,"Europe"
"28785","Portugal",1961,62.9,5410,8870000,"Europe"
"28786","Qatar",1961,58.4,21900,51400,"Middle East"
"28787","Romania",1961,66.7,3360,18800000,"Europe"
"28788","Russia",1961,68.9,9490,121000000,"Europe"
"28789","Rwanda",1961,44.7,687,3000000,"Africa"
"28790","Samoa",1961,60.2,3380,112000,"Oceania"
"28791","Sao Tome and Principe",1961,53.1,1590,64600,"Africa"
"28792","Saudi Arabia",1961,55.3,19500,4220000,"Middle East"
"28793","Senegal",1961,46.5,2110,3300000,"Africa"
"28794","Serbia",1961,64,6390,7610000,"Europe"
"28795","Seychelles",1961,62.5,4990,42500,"Africa"
"28796","Sierra Leone",1961,39,1190,2350000,"Africa"
"28797","Singapore",1961,66.9,4600,1690000,"Asia"
"28798","Slovenia",1961,67.9,7130,1600000,"Europe"
"28799","Solomon Islands",1961,50,1130,121000,"Oceania"
"28800","Somalia",1961,44.3,1240,2810000,"Africa"
"28801","South Africa",1961,53.7,7360,17500000,"Africa"
"28802","South Korea",1961,54.5,1720,26100000,"Asia"
"28803","South Sudan",1961,42.6,2400,2900000,"Africa"
"28804","Spain",1961,69.3,6620,30700000,"Europe"
"28805","Sri Lanka",1961,59,1870,10100000,"Asia"
"28806","St. Lucia",1961,59.3,2730,90700,"The Americas"
"28807","St. Vincent and the Grenadines",1961,59.2,3010,82200,"The Americas"
"28808","Sudan",1961,48.9,2330,7770000,"Africa"
"28809","Suriname",1961,60.1,6140,296000,"The Americas"
"28810","Swaziland",1961,47.3,1310,343000,"Africa"
"28811","Sweden",1961,73.4,15500,7530000,"Europe"
"28812","Switzerland",1961,72,30500,5380000,"Europe"
"28813","Syria",1961,57,2350,4720000,"Middle East"
"28814","Tajikistan",1961,54.8,3870,2160000,"Asia"
"28815","Tanzania",1961,48.7,1220,10300000,"Africa"
"28816","Thailand",1961,58.3,1540,28200000,"Asia"
"28817","Timor-Leste",1961,39,752,483000,"Asia"
"28818","Togo",1961,45.3,1350,1600000,"Africa"
"28819","Tonga",1961,64.2,1560,63700,"Oceania"
"28820","Trinidad and Tobago",1961,64.3,7520,865000,"The Americas"
"28821","Tunisia",1961,48,2400,4240000,"Africa"
"28822","Turkey",1961,48.9,3760,28100000,"Europe"
"28823","Turkmenistan",1961,54.4,6880,1660000,"Asia"
"28824","Uganda",1961,44.5,1060,6980000,"Africa"
"28825","Ukraine",1961,70.1,6750,43200000,"Europe"
"28826","United Arab Emirates",1961,55,1970,101000,"Middle East"
"28827","United Kingdom",1961,70.8,13900,52700000,"Europe"
"28828","United States",1961,70.4,18200,190000000,"The Americas"
"28829","Uruguay",1961,68.1,7600,2570000,"The Americas"
"28830","Uzbekistan",1961,60.6,3290,8810000,"Asia"
"28831","Vanuatu",1961,51.2,1490,65700,"Oceania"
"28832","Venezuela",1961,61.3,13800,8440000,"The Americas"
"28833","Vietnam",1961,55,1200,33700000,"Asia"
"28834","Yemen",1961,33.9,1530,5390000,"Middle East"
"28835","Zambia",1961,49.7,2820,3160000,"Africa"
"28836","Zimbabwe",1961,53.6,1590,3910000,"Africa"
"28837","Afghanistan",1962,40.8,2680,9350000,"Asia"
"28838","Albania",1962,64.2,2690,1740000,"Europe"
"28839","Algeria",1962,53.7,4910,11600000,"Africa"
"28840","Andorra",1962,NA,17800,15400,"Europe"
"28841","Angola",1962,41.7,4130,5610000,"Africa"
"28842","Antigua and Barbuda",1962,64.2,4730,55800,"The Americas"
"28843","Argentina",1962,64.4,9980,21200000,"The Americas"
"28844","Armenia",1962,62.6,3150,2010000,"Asia"
"28845","Australia",1962,71.2,16300,10600000,"Oceania"
"28846","Austria",1962,69.8,12100,7160000,"Europe"
"28847","Azerbaijan",1962,59.5,5710,4170000,"Asia"
"28848","Bahrain",1962,56.1,23700,173000,"Middle East"
"28849","Bangladesh",1962,45,1140,50800000,"Asia"
"28850","Barbados",1962,65.7,4850,233000,"The Americas"
"28851","Belarus",1962,70.5,4130,8280000,"Europe"
"28852","Belgium",1962,70.3,12500,9280000,"Europe"
"28853","Belize",1962,62.1,2540,97400,"The Americas"
"28854","Benin",1962,42,1140,2500000,"Africa"
"28855","Bhutan",1962,42.9,981,235000,"Asia"
"28856","Bolivia",1962,46.8,2780,3800000,"The Americas"
"28857","Bosnia and Herzegovina",1962,63.1,2160,3350000,"Europe"
"28858","Botswana",1962,52.2,929,524000,"Africa"
"28859","Brazil",1962,57.1,4810,76500000,"The Americas"
"28860","Brunei",1962,59.7,78000,89500,"Asia"
"28861","Bulgaria",1962,69.5,5710,8020000,"Europe"
"28862","Burkina Faso",1962,39.9,697,4960000,"Africa"
"28863","Burundi",1962,43.3,591,2910000,"Africa"
"28864","Cambodia",1962,44.5,666,6030000,"Asia"
"28865","Cameroon",1962,46.6,1890,5400000,"Africa"
"28866","Canada",1962,71.3,15700,18600000,"The Americas"
"28867","Central African Republic",1962,41.7,1510,1550000,"Africa"
"28868","Chad",1962,45.4,1250,3120000,"Africa"
"28869","Chile",1962,58.8,6170,8480000,"The Americas"
"28870","China",1962,44.4,569,682000000,"Asia"
"28871","Colombia",1962,62.2,4120,17100000,"The Americas"
"28872","Comoros",1962,46.8,1010,197000,"Africa"
"28873","Costa Rica",1962,64.5,4320,1430000,"The Americas"
"28874","Cote d'Ivoire",1962,43.9,3210,3770000,"Africa"
"28875","Croatia",1962,65.4,7550,4250000,"Europe"
"28876","Cuba",1962,66.9,4330,7450000,"The Americas"
"28877","Cyprus",1962,69.1,5180,578000,"Europe"
"28878","Czech Republic",1962,69.7,10200,9690000,"Europe"
"28879","Denmark",1962,72.2,17500,4650000,"Europe"
"28880","Djibouti",1962,52.9,3740,94200,"Africa"
"28881","Dominica",1962,NA,2050,62000,"The Americas"
"28882","Dominican Republic",1962,59.5,3230,3520000,"The Americas"
"28883","Ecuador",1962,59.4,4310,4810000,"The Americas"
"28884","Egypt",1962,48,2840,28100000,"Africa"
"28885","El Salvador",1962,55.5,4230,2930000,"The Americas"
"28886","Equatorial Guinea",1962,41.3,1470,262000,"Africa"
"28887","Eritrea",1962,39.6,972,1060000,"Africa"
"28888","Estonia",1962,69.6,7040,1250000,"Europe"
"28889","Ethiopia",1962,39.7,610,23200000,"Africa"
"28890","Fiji",1962,62.8,3070,422000,"Oceania"
"28891","Finland",1962,68.6,11100,4500000,"Europe"
"28892","France",1962,70.7,13300,46900000,"Europe"
"28893","Gabon",1962,45.1,7660,511000,"Africa"
"28894","Georgia",1962,62.1,4450,4150000,"Asia"
"28895","Germany",1962,70.1,16600,74500000,"Europe"
"28896","Ghana",1962,52.1,2290,7070000,"Africa"
"28897","Greece",1962,71.7,6770,8350000,"Europe"
"28898","Grenada",1962,62.8,1970,92500,"The Americas"
"28899","Guatemala",1962,44.6,3400,4460000,"The Americas"
"28900","Guinea",1962,42.7,993,3610000,"Africa"
"28901","Guinea-Bissau",1962,38.9,1080,629000,"Africa"
"28902","Guyana",1962,60.7,3120,606000,"The Americas"
"28903","Haiti",1962,42.3,2530,4020000,"The Americas"
"28904","Honduras",1962,52.8,2550,2160000,"The Americas"
"28905","Hungary",1962,67.8,9700,10100000,"Europe"
"28906","Iceland",1962,73.6,10600,183000,"Europe"
"28907","India",1962,43.4,1020,469000000,"Asia"
"28908","Indonesia",1962,47.7,1830,92500000,"Asia"
"28909","Iran",1962,49.9,17300,23100000,"Middle East"
"28910","Iraq",1962,52.1,20600,7670000,"Middle East"
"28911","Ireland",1962,70.2,9320,2790000,"Europe"
"28912","Israel",1962,69.2,7870,2230000,"Middle East"
"28913","Italy",1962,69.2,12600,50400000,"Europe"
"28914","Jamaica",1962,66.3,5300,1680000,"The Americas"
"28915","Japan",1962,69.3,7530,95500000,"Asia"
"28916","Jordan",1962,55.3,5320,1010000,"Middle East"
"28917","Kazakhstan",1962,60.9,8900,10800000,"Asia"
"28918","Kenya",1962,52.8,1600,8650000,"Africa"
"28919","Kiribati",1962,51,3020,43300,"Oceania"
"28920","Kuwait",1962,64.2,27200,337000,"Middle East"
"28921","Latvia",1962,70.1,6760,2190000,"Europe"
"28922","Lebanon",1962,65.3,12200,1930000,"Middle East"
"28923","Lesotho",1962,53.5,571,869000,"Africa"
"28924","Liberia",1962,41.4,1150,1170000,"Africa"
"28925","Libya",1962,52.7,8570,1550000,"Africa"
"28926","Lithuania",1962,69.4,8810,2850000,"Europe"
"28927","Luxembourg",1962,69.3,15800,321000,"Europe"
"28928","Madagascar",1962,45.9,2290,5350000,"Africa"
"28929","Malawi",1962,40.7,572,3840000,"Africa"
"28930","Malaysia",1962,60.5,3060,8690000,"Asia"
"28931","Maldives",1962,34.7,2170,94900,"Asia"
